frame,time_ps,rmsd_A,proj1,proj2,macrostate
29,145.0,1.5249969959259033,-0.43361717286890955,-0.3669152645408692,3
30,150.0,1.5121102333068848,-0.19675743223132394,-0.33433261234027156,3
31,155.0,1.7155499458312988,-0.3074963060047065,-0.3777143535055048,3
32,160.0,1.5982065200805664,-0.29811958748504613,-0.39303283006221956,3
33,165.0,1.6435668468475342,-0.48045118320902097,-0.35358591272918377,3
34,170.0,1.791629672050476,-0.41956760807033977,-0.3554999223260326,3
35,175.0,1.4576416015625,-0.5000591424048916,-0.35511702082991015,3
36,180.0,1.5950617790222168,-0.25708334749103795,-0.35210847680409163,3
37,185.0,1.6809440851211548,-0.1527141277577825,-0.40939849176186316,3
38,190.0,1.762528419494629,0.171835379950757,-0.4544102609437809,3
39,195.0,1.5703365802764893,-0.00750362230772421,-0.39350268852893977,3
40,200.0,1.6628549098968506,-0.18955554228610205,-0.3811470795715025,3
41,205.0,1.6065630912780762,0.7278247367662264,-0.4240800956713346,3
42,210.0,1.6091220378875732,-0.2080107584561624,-0.3533253910177547,3
43,215.0,1.5698717832565308,0.1504273245508568,-0.44921590385722365,3
44,220.0,1.668691873550415,-0.32571038344190806,-0.3392307696482958,3
45,225.0,1.3807258605957031,-0.08914303037371113,-0.3051734766810997,3
46,230.0,1.6350597143173218,-0.027808788039828402,-0.4319933208207808,3
47,235.0,1.7346420288085938,-0.45310642863448597,-0.3636041212261557,3
48,240.0,1.462285041809082,-0.2751881121813515,-0.3750467103103791,3
49,245.0,1.5149929523468018,-0.13866035486421097,-0.3033048734643135,3
50,250.0,1.8225114345550537,0.07768956856334598,-0.36314581835475745,3
51,255.0,1.4606003761291504,-0.18360094946782338,-0.35542768342662046,3
52,260.0,1.537510633468628,-0.010615409736240778,-0.32545233773224036,3
53,265.0,1.395910382270813,-0.546018384068794,-0.3369095931920994,3
54,270.0,1.6127419471740723,-0.20220062308892972,-0.4059206841722186,3
55,275.0,1.661377191543579,0.048632322741951166,-0.3561794720634146,3
56,280.0,1.3912969827651978,-0.4693633492570252,-0.34977566910347485,3
57,285.0,1.51544189453125,-0.04688199007799973,-0.4167706254102261,3
58,290.0,1.4269208908081055,0.7822923563971254,-0.4405409678563526,3
59,295.0,1.540955901145935,-0.04631846522242336,-0.4282084632744213,3
60,300.0,1.4614195823669434,0.33644920326775113,-0.4104582414987555,3
61,305.0,1.386528491973877,-0.5020803634876281,-0.3511307626557032,3
62,310.0,1.446846842765808,-0.5916761773233268,-0.344426023930201,3
63,315.0,1.4133774042129517,-0.5687299677991579,-0.35013418841097466,3
64,320.0,1.2961829900741577,-0.3947962877930219,-0.3080460643634582,3
65,325.0,1.5988355875015259,-0.47623001793953734,-0.3669389715114997,3
66,330.0,1.516517996788025,-0.5649464632882519,-0.33640393171150934,3
67,335.0,1.3165019750595093,0.21221586650240695,-0.40736559024597857,3
68,340.0,1.3292076587677002,-0.44925126126523107,-0.3231165330462301,3
69,345.0,1.3012360334396362,0.6703412785879702,-0.4020299359775846,3
70,350.0,1.2983065843582153,-0.006434831845710044,-0.4274269870022718,3
71,355.0,1.3085062503814697,-0.5356240065953064,-0.33599312300064577,3
72,360.0,1.6049891710281372,0.09176975349812194,-0.4422492282017638,3
73,365.0,1.3798326253890991,0.20256011936226287,-0.387518070524702,3
74,370.0,1.294348120689392,-0.10822282779013499,-0.38480133389818255,3
75,375.0,1.2707377672195435,0.0052548871649436635,-0.4073229609918811,3
76,380.0,1.4344046115875244,-0.16422642135400908,-0.2935462839635973,3
77,385.0,1.4425088167190552,-0.11332359978272852,-0.41819869343592536,3
78,390.0,1.5115289688110352,-0.046901833605235754,-0.384160867244999,3
79,395.0,1.421722650527954,-0.5669587003682615,-0.3470642151310082,3
80,400.0,1.2169419527053833,-0.4634712143089739,-0.3100021646740498,3
81,405.0,1.3697948455810547,-0.4117773510339121,-0.23749674577871202,3
82,410.0,1.5431095361709595,-0.11536499760211139,-0.36758566847459373,3
83,415.0,1.5282680988311768,0.2829857091977933,-0.4384871494137737,3
84,420.0,1.542750597000122,-0.5408367567867133,-0.35779072431659975,3
85,425.0,1.4914613962173462,-0.5773597332162691,-0.34338577690709216,3
86,430.0,1.5336053371429443,0.4570751713829675,-0.4587245377745014,3
87,435.0,1.625704288482666,-0.18579140987068724,-0.3992875611250287,3
88,440.0,1.4519346952438354,-0.06313066417836823,-0.38800943881279093,3
89,445.0,1.649754524230957,0.03862077183540859,-0.44125007098419233,3
90,450.0,1.7095838785171509,0.18354248381735844,-0.4493349540736833,3
91,455.0,1.4133678674697876,-0.6112149871814934,-0.3294452972791844,3
92,460.0,1.5933177471160889,-0.4552754919592291,-0.3692945138882788,3
93,465.0,1.296427845954895,-0.3041620195963749,-0.08835510345910108,3
94,470.0,1.1057181358337402,-0.058005944425816844,0.6241906781165558,2
95,475.0,0.9196471571922302,-0.34084757290306944,0.7179836209721262,2
96,480.0,0.9460206031799316,0.16642014592119267,0.7002253473288316,2
97,485.0,1.2010869979858398,-0.35234139224573363,0.7801865414850017,2
98,490.0,0.9439179301261902,-0.1881759376964458,0.7470128980053712,2
99,495.0,0.8992368578910828,-0.11110302905303747,0.5709593940391332,2
100,500.0,1.1221307516098022,-0.34765207030723544,0.7893145300219415,2
101,505.0,0.7749581336975098,0.20031242321021817,0.7278036752376407,2
102,510.0,1.194955825805664,-0.23643360286403034,0.6429647278112602,2
103,515.0,0.7785333395004272,0.02417855593817048,0.726701073292801,2
104,520.0,1.1906914710998535,-0.3192322787745335,0.7868965842861818,2
105,525.0,1.1545202732086182,-0.2855189245031094,0.7619164249623678,2
106,530.0,1.3245923519134521,-0.23238639049498017,0.7446093960771359,2
107,535.0,0.8776884078979492,-0.2875848964873764,0.7546691903173949,2
108,540.0,1.1134939193725586,0.07745427394391606,0.72169385229234,2
109,545.0,1.0202773809432983,0.16865738421267876,0.7366901559648621,2
110,550.0,1.2224947214126587,-0.07486817955299006,0.7376945246671013,2
111,555.0,0.8610808253288269,0.21682310819188977,0.5255550070042644,2
112,560.0,0.9152002334594727,0.3535203399016276,0.7163614466511801,2
113,565.0,1.1899795532226562,-0.11684560346273935,0.7161946561473391,2
114,570.0,1.101070523262024,0.11815384368029262,0.7028319525526555,2
115,575.0,0.9329175353050232,0.5115425419207229,0.6495602206369294,2
116,580.0,1.4539098739624023,0.3530100070481572,-0.40645741234217403,3
117,585.0,1.6279046535491943,0.02437452381641609,-0.39993708569100594,3
118,590.0,1.5048974752426147,0.25471957885170454,-0.4085718565160962,3
119,595.0,1.342755675315857,0.020007088035898533,-0.43845466472348016,3
120,600.0,1.346656322479248,-0.5376421415429614,-0.3203071380655201,3
121,605.0,1.3281874656677246,-0.6198340924194655,-0.2975230492486536,3
122,610.0,1.4538651704788208,-0.01634501000469564,-0.4319024182719384,3
123,615.0,1.5878528356552124,-0.19284743537372306,-0.3924916186445498,3
124,620.0,1.245975136756897,-0.22576436935488056,-0.3345110134479792,3
125,625.0,1.3983975648880005,-0.11450804182589035,-0.37495751993602217,3
126,630.0,1.1331090927124023,-0.21138704502881206,-0.24018681565557629,3
127,635.0,1.1919641494750977,-0.2129813294303825,-0.3544229358599557,3
128,640.0,1.4784018993377686,-0.18911783976014657,-0.36707281957241866,3
129,645.0,1.301363468170166,-0.3166714650847991,-0.3914274198826248,3
130,650.0,1.0579560995101929,-0.34528747295769185,-0.23377356653560447,3
131,655.0,1.4211835861206055,-0.27539024629761993,-0.39293959948086865,3
132,660.0,1.4359718561172485,-0.1409700745527804,-0.22478946596340543,3
133,665.0,1.1563843488693237,-0.5456556449729532,-0.30660706510506774,3
134,670.0,1.3369641304016113,-0.44634199227271315,-0.3308969395351932,3
135,675.0,1.1319698095321655,-0.5221285523012006,-0.33867377692491407,3
136,680.0,1.4966429471969604,0.16001004426369744,-0.4252637946273139,3
137,685.0,1.5809261798858643,0.4785064036021053,-0.4563010428167084,3
138,690.0,1.2807201147079468,-0.34006288458530476,-0.3368619866322025,3
139,695.0,1.6615688800811768,-0.18400223697072013,-0.3849919029578456,3
140,700.0,1.6123682260513306,-0.10875136610507284,-0.4195222853337222,3
141,705.0,1.5799440145492554,0.008544613744125823,-0.40455598357522643,3
142,710.0,1.5987945795059204,-0.3666949548326477,-0.36575101865185344,3
143,715.0,1.6461080312728882,-0.10011725120151806,-0.37517215263607173,3
144,720.0,1.4551161527633667,-0.49968638529364995,-0.35215962169929843,3
145,725.0,1.4543805122375488,0.23135094668710884,-0.37896758102589734,3
146,730.0,1.4165332317352295,-0.5500221444938718,-0.3409548269180633,3
147,735.0,1.5593430995941162,-0.18771314675391054,-0.38276264765731804,3
148,740.0,1.5681393146514893,0.4270041488349051,-0.4356248962107991,3
149,745.0,1.3976414203643799,0.12668368679348405,-0.4524411437300682,3
150,750.0,1.5004303455352783,0.4785223340380938,-0.27874219151180923,3
151,755.0,1.6000984907150269,-0.013157236407142888,-0.43418746692534727,3
152,760.0,1.5526995658874512,-0.5704865085423166,-0.3377338292028986,3
153,765.0,1.5385546684265137,0.6965031736726279,-0.4084773890960658,3
154,770.0,1.6552698612213135,-0.30513286634117065,-0.3410128281936899,3
155,775.0,1.390421986579895,-0.5315867245637068,-0.33840690628559966,3
156,780.0,1.605112075805664,0.22096883882880475,-0.4202775812310723,3
157,785.0,1.5797739028930664,-0.47265600788452733,-0.3104437606234312,3
158,790.0,1.3046919107437134,-0.010232126916739576,-0.3511347555997143,3
159,795.0,1.6092543601989746,-0.33925103731415623,-0.35240605566959843,3
160,800.0,1.353549838066101,-0.3859929443668928,-0.042245703387933306,3
161,805.0,1.410191297531128,-0.06107141983706438,-0.3960059412662748,3
162,810.0,1.3931834697723389,-0.4594946377610229,-0.36286070513948127,3
163,815.0,1.5296369791030884,-0.1651643955143841,-0.3935891110615207,3
164,820.0,1.6223680973052979,0.5943565337219928,-0.4745505007014959,3
165,825.0,1.541526198387146,0.20276252861087316,-0.4625917231678153,3
166,830.0,1.422814130783081,-0.23878717479816616,-0.40097045592732317,3
167,835.0,1.2519679069519043,-0.13209522721753017,-0.1848389205961631,3
168,840.0,1.2141166925430298,-0.4277095980707501,-0.3248360518197024,3
169,845.0,1.4317971467971802,-0.5968858791566811,-0.34359291976448114,3
170,850.0,1.3014780282974243,-0.2348138675416147,-0.39106283096331185,3
171,855.0,1.3959834575653076,-0.4730732918456437,-0.3508849378785942,3
172,860.0,1.4228065013885498,-0.35963972310253367,-0.35917807680052416,3
173,865.0,1.2536559104919434,-0.5474560054267162,-0.3358338451385365,3
174,870.0,1.4875649213790894,0.2787374314173657,-0.4212665892569391,3
175,875.0,1.5510506629943848,-0.445457514549179,-0.29477514640725583,3
176,880.0,0.5841564536094666,-0.04981527684100703,0.7210343102852906,2
177,885.0,0.7481777667999268,-0.3630459034715814,0.6929925105064301,2
178,890.0,0.9730705618858337,-0.021814622972560645,0.6553770357229132,2
179,895.0,0.8842849731445312,-0.09623536578954836,0.7437807020640063,2
180,900.0,1.0847798585891724,-0.0639237645021494,0.7399705637163443,2
181,905.0,0.9655871987342834,0.06401355938289965,0.6523590667030927,2
182,910.0,0.9203739166259766,0.17501120297735479,0.7012707924854998,2
183,915.0,0.8005775213241577,-0.3115178116999428,0.7712574131500355,2
184,920.0,1.024030089378357,-0.37926790094974333,0.7739257304029812,2
185,925.0,1.142357587814331,-0.0039782388752446765,0.6475819748554639,2
186,930.0,0.911060631275177,-0.31072300692910404,0.7855836676452063,2
187,935.0,1.585247278213501,0.19030915616048769,-0.4395077272049766,3
188,940.0,1.6006364822387695,-0.12462132523512048,-0.38014949735870485,3
189,945.0,1.3531980514526367,-0.45647926737248756,-0.36492799943945825,3
190,950.0,1.3683141469955444,-0.5704392066772843,-0.34580010618840523,3
191,955.0,1.5028672218322754,-0.2656476948997239,-0.3584695372469753,3
192,960.0,1.3856515884399414,-0.4556036101754504,-0.3564512093248734,3
193,965.0,1.502777099609375,-0.547283089938621,-0.34200482071872257,3
194,970.0,1.6186250448226929,-0.5903959348327623,-0.33885446521735485,3
195,975.0,1.402872085571289,-0.5980296548421402,-0.33857580359512435,3
196,980.0,1.390865445137024,0.3715399976805551,-0.2804603873933982,3
197,985.0,1.0584646463394165,-0.2532705290755147,0.2063474948786446,2
198,990.0,0.854067862033844,-0.2782822650219922,0.6047067121991914,2
199,995.0,1.08976149559021,-0.24912388623149453,0.7601259408943611,2
200,1000.0,1.1534924507141113,-0.2945618966405727,0.5962700118307515,2
201,1005.0,1.5353095531463623,-0.28781495927916567,-0.39570648941247005,3
202,1010.0,1.3412822484970093,-0.47804409981795437,-0.3673886584653638,3
203,1015.0,1.3819587230682373,-0.4915935703250652,-0.35371342739430295,3
204,1020.0,1.3564412593841553,-0.21991995774834344,-0.39444741950331175,3
205,1025.0,1.6173474788665771,0.06803244495862315,-0.38720392867492964,3
206,1030.0,1.390333890914917,0.39954719524319393,-0.4445000738878122,3
207,1035.0,1.3699842691421509,-0.16492964548384734,-0.36354316252624863,3
208,1040.0,1.4299458265304565,0.6312136244864386,-0.5186131690922627,3
209,1045.0,1.6090859174728394,-0.3162640221310906,-0.36325534570032303,3
210,1050.0,1.2218784093856812,-0.5957249633044737,-0.34428946868462473,3
211,1055.0,1.3613393306732178,0.06424941148819416,-0.43314353849745646,3
212,1060.0,1.4055073261260986,-0.1283911527981335,-0.3986459966548195,3
213,1065.0,1.609500527381897,0.22436175439244013,-0.45860978553535664,3
214,1070.0,1.295996904373169,-0.4104472386012515,-0.33335452733349585,3
215,1075.0,1.5619193315505981,0.3153894726324203,-0.3477122118410768,3
216,1080.0,1.4681456089019775,-0.13043005718862088,-0.37068961857778243,3
217,1085.0,1.2764158248901367,0.011133619617309862,-0.42930722673162236,3
218,1090.0,1.2863248586654663,-0.4967001317989347,-0.29364652739354263,3
219,1095.0,1.462326169013977,-0.619003477180605,-0.3028660028696554,3
220,1100.0,1.4668768644332886,0.3709638147952938,-0.45892776429116744,3
221,1105.0,1.30888032913208,-0.015295136679087759,-0.2687902292749559,3
222,1110.0,1.3389099836349487,-0.5552391581461101,-0.3201532349289063,3
223,1115.0,1.3549107313156128,-0.33340870445106663,-0.3860567564357676,3
224,1120.0,1.4959443807601929,0.15900959828715341,-0.44271862106223137,3
225,1125.0,1.4944528341293335,0.020848888991136516,-0.4088766824651678,3
226,1130.0,1.638077974319458,-0.28894981179439805,-0.3407365920365545,3
227,1135.0,1.5947940349578857,-0.17872956910189142,-0.39336856181924745,3
228,1140.0,1.6317870616912842,-0.35805521408419927,-0.3851227035295936,3
229,1145.0,1.4517271518707275,-0.4732310989943006,-0.2957113905541629,3
230,1150.0,1.5621016025543213,-0.5565848961456302,-0.3457787064100878,3
231,1155.0,1.7485923767089844,-0.3192898339971178,-0.3901294003293088,3
232,1160.0,1.4047255516052246,-0.20187299017293758,-0.40439512694530777,3
233,1165.0,1.6709554195404053,0.2352568225512844,-0.4559701251325808,3
234,1170.0,1.2977207899093628,-0.40745167820393097,0.11559358272753943,2
235,1175.0,1.1473405361175537,-0.33356517400692204,0.1717301917827929,2
236,1180.0,1.6290210485458374,-0.18545034200994223,-0.38391725366955104,3
237,1185.0,1.4924068450927734,-0.4770592397670532,-0.3125387306428276,3
238,1190.0,1.718714952468872,0.9803945220888628,-0.4213120187417775,3
239,1195.0,1.5586378574371338,-0.4021918955583021,-0.37032263265919874,3
240,1200.0,1.5727250576019287,-0.46613158242231995,-0.36922717350907797,3
241,1205.0,1.645334243774414,0.34970040438958117,-0.44699169940638134,3
242,1210.0,1.438124418258667,-0.4515418004698006,-0.30389496011398975,3
243,1215.0,1.6433963775634766,-0.5701654787293701,-0.34026114954201164,3
244,1220.0,1.5665462017059326,-0.2292814394570822,-0.3786906330016527,3
245,1225.0,1.6473995447158813,-0.20338206164553968,-0.37214625401712187,3
246,1230.0,1.6492992639541626,-0.40925016828457117,-0.3480195271519502,3
247,1235.0,1.6699554920196533,-0.49476303011977935,-0.352707338972602,3
248,1240.0,1.4624688625335693,0.22565901070629646,-0.46433071784232,3
249,1245.0,1.5488839149475098,0.4341889049414814,-0.44803763101013344,3
250,1250.0,1.4145101308822632,-0.05476860653768306,-0.3879905535053958,3
251,1255.0,1.403943419456482,-0.3524141458719311,-0.20358459093274187,3
252,1260.0,1.524491310119629,-0.4721461526040743,-0.29115042360775306,3
253,1265.0,1.245835542678833,-0.303230093039737,0.7064026576091548,2
254,1270.0,1.2794692516326904,0.5773284489349944,0.6351491118316618,2
255,1275.0,1.1685090065002441,-0.35555297988716655,0.7578265833505603,2
256,1280.0,1.2680834531784058,0.05904835377626653,0.720028106575144,2
257,1285.0,0.9458522796630859,-0.04425308878850139,0.7378676645274506,2
258,1290.0,1.034906029701233,-0.18484403983932643,0.7451988386381393,2
259,1295.0,1.023841142654419,-0.18318807262659986,0.7381236019573321,2
260,1300.0,1.252986192703247,-0.04338069360999751,0.5440273195621121,2
261,1305.0,1.2536035776138306,-0.36352928883334795,0.5693927686942315,2
262,1310.0,1.0936341285705566,0.3643829517493276,0.5975744187126979,2
263,1315.0,1.077802300453186,-0.23754944956421195,0.5718852369455494,2
264,1320.0,0.9928942918777466,0.02318286729412017,0.7291585820098672,2
265,1325.0,1.1628319025039673,-0.22525523654767954,0.6644959480437618,2
266,1330.0,0.8986039161682129,0.15862215623649117,0.5856212892228844,2
267,1335.0,1.0424391031265259,-0.08548934484723754,0.7375397565002372,2
268,1340.0,1.2007170915603638,-0.2779225907998523,0.6776035164061279,2
269,1345.0,0.8638464212417603,0.2740168778759331,0.5840525388082728,2
270,1350.0,1.0535880327224731,-0.30922081306662363,0.7706608692067973,2
271,1355.0,1.158484935760498,-0.15172179325559657,0.7409466456833895,2
272,1360.0,1.3472384214401245,0.013477073282349487,0.7306183148635899,2
273,1365.0,1.2831766605377197,-0.19275350937738986,0.7487336155264418,2
274,1370.0,1.0337413549423218,-0.2097762247196988,0.7511130046496126,2
275,1375.0,0.899396538734436,-0.317275248095681,0.6425660152724902,2
276,1380.0,1.3808252811431885,0.1927015454443947,0.528421613344881,2
277,1385.0,1.1832138299942017,0.20853605164846903,-0.15043795288622325,3
278,1390.0,1.7476167678833008,-0.5311223935423321,-0.34951628899540294,3
279,1395.0,1.5472520589828491,0.06945429694568372,-0.4377267286457648,3
280,1400.0,1.7240691184997559,0.03590516913498904,-0.44081737281211275,3
281,1405.0,1.592574119567871,-0.09936582114502451,-0.3982131580410056,3
282,1410.0,1.6414847373962402,-0.23307573690574226,-0.39506936331879744,3
283,1415.0,1.5374778509140015,-0.04629575504356795,-0.39901865753790383,3
284,1420.0,1.6557133197784424,-0.20747900843599326,-0.3236252076078137,3
285,1425.0,1.5369775295257568,0.03736224761301736,-0.3899916298094644,3
286,1430.0,1.3907922506332397,-0.5567142410121166,-0.35206209869577676,3
287,1435.0,1.6511902809143066,-0.5879589270257141,-0.3447798660818893,3
288,1440.0,1.6033086776733398,-0.2642272985670393,-0.39885820705378183,3
289,1445.0,1.6278403997421265,0.4313178013225856,-0.4857486523911421,3
290,1450.0,1.096224308013916,0.589216146594942,0.4120017861902174,2
291,1455.0,1.1247458457946777,-0.3818669287896426,0.7839259980222096,2
292,1460.0,1.222204327583313,0.06748105452796196,0.7230397915635278,2
293,1465.0,0.9747075438499451,-0.22278673602282295,0.7136245925908156,2
294,1470.0,0.609602689743042,-0.32079769849602513,0.773657348334111,2
295,1475.0,0.6627213358879089,-0.24594183767669547,0.6604824216521987,2
296,1480.0,0.9199405312538147,0.3111319748156326,0.6392418988753137,2
297,1485.0,0.9714030623435974,-0.22086501919462742,0.7556308841037775,2
298,1490.0,1.1291429996490479,0.09842413427341157,0.7083002699106353,2
299,1495.0,1.099360466003418,-0.1824737211493004,0.7572733936428934,2
300,1500.0,0.9538132548332214,-0.2994721858081117,0.746523343175387,2
301,1505.0,1.0386158227920532,-0.17307955600216252,0.6422767566987689,2
302,1510.0,1.0427031517028809,-0.12848090878609963,0.6897422888460076,2
303,1515.0,1.6796046495437622,0.3130178846547171,-0.44269082476534855,3
304,1520.0,1.776557207107544,-0.47863810138680163,-0.32458629691416235,3
305,1525.0,1.6619080305099487,-0.4838948602277705,-0.3370164573971714,3
306,1530.0,1.6020503044128418,-0.14132900044117686,-0.4109888136719723,3
307,1535.0,1.4841370582580566,-0.2292347066389605,-0.32378479066279636,3
308,1540.0,1.5110098123550415,-0.49433261228533487,-0.36399998963445235,3
309,1545.0,1.596936583518982,-0.24807271968095088,-0.4011214020344124,3
310,1550.0,1.772844672203064,-0.10342884337741934,-0.41818401762803703,3
311,1555.0,1.5681030750274658,-0.528748636451813,-0.35859985900452873,3
312,1560.0,1.5552968978881836,-0.12290424883352642,-0.3977268254226713,3
313,1565.0,1.5329688787460327,-0.02007686707336323,-0.4032053456838749,3
314,1570.0,1.5962693691253662,0.12718665657160505,-0.30557326369168103,3
315,1575.0,1.5849401950836182,-0.245929202325508,-0.338994070189037,3
316,1580.0,1.572884440422058,0.026454016339500144,-0.4195723509260641,3
317,1585.0,1.5344053506851196,0.34048299659819786,-0.44668827457613014,3
318,1590.0,1.5344268083572388,-0.19960395584161925,-0.35860538758313887,3
319,1595.0,1.3253669738769531,-0.033555263714903326,0.050842210783760756,3
320,1600.0,1.5852488279342651,-0.5358596048225465,-0.31668462340401815,3
321,1605.0,1.574012279510498,-0.5403594716880722,-0.2986654406426304,3
322,1610.0,1.5139521360397339,-0.6006500372783875,-0.34184240871155414,3
323,1615.0,1.6496334075927734,-0.23521640299593075,-0.3689100672387024,3
324,1620.0,1.5373955965042114,-0.3805066577090681,-0.3800945598945025,3
325,1625.0,1.7188520431518555,0.3613027889906541,-0.4462712733451268,3
326,1630.0,1.4568569660186768,-0.4783918231015115,-0.25367452734059404,3
327,1635.0,1.7160886526107788,-0.41441343614304366,-0.3775349511669527,3
328,1640.0,1.6385294198989868,-0.1417200629897327,-0.39007600543246335,3
329,1645.0,1.3428637981414795,-0.498812304062593,-0.3356044428762736,3
330,1650.0,1.3420714139938354,-0.3474310742248937,-0.3173193290981283,3
331,1655.0,1.585962176322937,-0.5996794717860615,-0.33446233441564616,3
332,1660.0,1.679871678352356,-0.5944880737250565,-0.3187520978375289,3
333,1665.0,1.6385875940322876,-0.08599173670026036,-0.4126899722474039,3
334,1670.0,1.5221141576766968,-0.44177978376529337,-0.34631958329043694,3
335,1675.0,1.6098411083221436,-0.5567117780185669,-0.32593870708077044,3
336,1680.0,1.6342644691467285,0.0613746983704775,-0.19507854449301382,3
337,1685.0,1.4942576885223389,-0.49747755148379585,-0.341444351844515,3
338,1690.0,1.6791350841522217,-0.19426119276086157,-0.36112210970598047,3
339,1695.0,1.131948709487915,0.15249281372892423,-0.08489346520523136,3
340,1700.0,1.614625334739685,-0.2831070983933457,-0.34264757805579926,3
341,1705.0,1.7406402826309204,0.22342942487970538,-0.4465571289728897,3
342,1710.0,1.5373684167861938,0.32065399312282566,-0.3265899011227397,3
343,1715.0,1.614683747291565,0.2876586295053409,-0.3664618050742615,3
344,1720.0,1.5769745111465454,-0.4201177740888354,-0.3765204556151113,3
345,1725.0,1.470110297203064,-0.018731396183392805,-0.4334157461170302,3
346,1730.0,1.609344244003296,0.2461982357985107,-0.43298334912613257,3
347,1735.0,1.6449087858200073,-0.5249900381991541,-0.34362656910147127,3
348,1740.0,1.585129976272583,0.24176615894375503,-0.4306533387041837,3
349,1745.0,1.648813247680664,-0.3893724001202939,-0.3637545722614906,3
350,1750.0,1.5574620962142944,-0.3548913792460396,-0.2453812608556676,3
351,1755.0,1.4898042678833008,0.558544971229518,-0.4188395656355269,3
352,1760.0,1.5359039306640625,-0.5267580767861518,-0.3577793778953041,3
353,1765.0,1.5229333639144897,-0.5489108414611552,-0.3127158264786784,3
354,1770.0,1.618955135345459,0.02821549335434442,-0.43622458402579023,3
355,1775.0,1.4385862350463867,-0.5253002525302585,-0.3466323856246362,3
356,1780.0,1.6292531490325928,0.0704066339856374,-0.4147749078430061,3
357,1785.0,1.5585159063339233,-0.5405265146995828,-0.347511944183227,3
358,1790.0,1.5440040826797485,-0.18295009024031972,-0.3624296376045401,3
359,1795.0,1.6414378881454468,-0.06250298724812269,-0.3563199361454164,3
360,1800.0,1.5927432775497437,-0.4988697265337172,-0.35241710502122814,3
361,1805.0,1.1174302101135254,0.03096357061490452,0.7017998820856166,2
362,1810.0,0.7406637072563171,-0.3421925201522893,0.7469603672151118,2
363,1815.0,1.2771451473236084,0.07951097694751538,0.7163140958682724,2
364,1820.0,1.291741132736206,-0.4296256468864828,0.7828527573403272,2
365,1825.0,1.0801706314086914,0.15279135511343106,0.46388113596836217,2
366,1830.0,1.1373709440231323,0.19837505321312446,0.5198952503511314,2
367,1835.0,0.832165002822876,-0.007058290458904144,0.6647447020852004,2
368,1840.0,1.200308084487915,-0.12370433077995792,0.6666398101353569,2
369,1845.0,1.0474897623062134,-0.30042534963680667,0.5144919862065763,2
370,1850.0,0.8811554908752441,-0.3683340306743581,0.713066497639222,2
371,1855.0,0.8866555690765381,-0.012841249854984567,0.6344258526922132,2
372,1860.0,1.0519471168518066,-0.2448276834566423,0.709189734951411,2
373,1865.0,1.2955653667449951,-0.47151881099537013,0.6607495938107713,2
374,1870.0,1.1283351182937622,-0.08371519679892671,0.736817252318509,2
375,1875.0,1.0557042360305786,-0.3275225601819334,0.7448333112284871,2
376,1880.0,0.6272241473197937,-0.3438852562198941,0.7773468673379778,2
377,1885.0,0.8051890730857849,-0.2621027441617446,0.7702462483371555,2
378,1890.0,1.457497477531433,-0.4035127374146476,-0.3561467447966007,3
379,1895.0,1.4204643964767456,-0.4775066635380824,-0.3443011594943181,3
